genero;edad;distancia;comida;limpieza;retraso;satisfaccion
Male;58;277;3;3;0;neutral or dissatisfied
Female;77;255;2;4;0;neutral or dissatisfied
Male;34;2675;3;3;0;satisfied
Female;43;984;5;1;118;satisfied
Male;43;666;2;2;0;neutral or dissatisfied
Male;38;315;3;3;3;satisfied
Male;45;290;4;4;0;neutral or dissatisfied
Male;49;226;3;3;6;neutral or dissatisfied
Female;69;425;5;1;0;neutral or dissatisfied
Male;20;1103;5;5;2;neutral or dissatisfied
Female;8;600;5;5;2;neutral or dissatisfied
Female;52;812;3;4;0;satisfied
Female;50;562;5;5;0;neutral or dissatisfied
Female;25;226;1;1;0;neutral or dissatisfied
Female;42;746;2;3;0;neutral or dissatisfied
Male;18;446;2;2;23;neutral or dissatisfied
Female;66;290;5;3;0;neutral or dissatisfied
Female;26;1613;4;4;0;satisfied
Female;20;414;5;5;0;satisfied
Female;41;1514;1;1;0;neutral or dissatisfied
Female;55;198;2;2;35;neutral or dissatisfied
Male;34;453;3;3;0;neutral or dissatisfied
Female;58;299;4;5;32;neutral or dissatisfied
Male;35;4502;1;3;0;neutral or dissatisfied
Male;18;419;5;5;0;neutral or dissatisfied
Male;55;978;5;5;0;neutral or dissatisfied
Female;21;251;3;3;1;neutral or dissatisfied
Male;33;611;4;4;0;satisfied
Female;38;2376;5;4;0;satisfied
Male;18;201;1;1;50;neutral or dissatisfied
Female;22;862;4;4;4;satisfied
Female;39;166;4;4;0;satisfied
Female;61;937;2;2;0;neutral or dissatisfied
Female;24;471;2;2;6;neutral or dissatisfied
Male;51;691;5;4;0;satisfied
Male;55;374;2;2;0;neutral or dissatisfied
Male;54;1535;3;3;1;neutral or dissatisfied
Female;53;1590;5;3;5;neutral or dissatisfied
Female;44;323;3;3;0;satisfied
Female;22;112;1;1;1;satisfied
Female;46;2372;5;3;3;satisfied
Male;52;2150;5;3;46;satisfied
Female;73;364;4;2;0;neutral or dissatisfied
Male;21;3530;3;3;163;neutral or dissatisfied
Male;59;315;4;4;62;satisfied
Male;26;1009;5;5;0;neutral or dissatisfied
Male;42;516;3;3;0;neutral or dissatisfied
Male;45;3588;4;4;152;satisfied
Male;54;3054;2;4;62;satisfied
Male;32;252;4;4;0;neutral or dissatisfied
Female;59;920;2;3;0;neutral or dissatisfied
Male;59;3652;4;3;15;satisfied
Male;27;756;4;4;0;satisfied
Female;46;2402;2;2;21;neutral or dissatisfied
Male;24;261;4;4;0;neutral or dissatisfied
Male;25;96;5;5;0;satisfied
Female;25;1061;5;5;0;neutral or dissatisfied
Female;24;550;1;1;20;neutral or dissatisfied
Male;7;1671;4;4;0;neutral or dissatisfied
Female;12;888;0;0;11;neutral or dissatisfied
Male;30;3236;4;4;4;satisfied
Male;27;184;1;1;0;neutral or dissatisfied
Female;33;581;1;1;25;neutral or dissatisfied
Male;21;496;2;2;0;neutral or dissatisfied
Male;12;1999;2;2;0;neutral or dissatisfied
Female;60;1035;5;3;0;neutral or dissatisfied
Female;44;1678;2;4;0;neutral or dissatisfied
Female;17;896;2;2;21;neutral or dissatisfied
Male;55;3737;3;4;13;satisfied
Female;24;964;5;5;0;satisfied
Male;29;507;2;2;39;satisfied
Female;28;733;4;4;0;satisfied
Male;58;2212;2;4;14;neutral or dissatisfied
Female;31;2670;5;5;32;satisfied
Female;37;353;4;4;0;satisfied
Male;24;1197;4;4;5;neutral or dissatisfied
Female;13;306;5;5;0;neutral or dissatisfied
Female;24;3198;5;5;13;satisfied
Female;27;3869;4;4;122;satisfied
Male;51;368;4;4;0;neutral or dissatisfied
Female;39;2090;5;3;0;satisfied
Female;40;74;5;5;46;neutral or dissatisfied
Female;11;785;3;3;0;neutral or dissatisfied
Female;39;2336;3;4;0;satisfied
Male;37;1042;5;5;0;neutral or dissatisfied
Female;30;816;4;4;0;satisfied
Female;70;849;4;3;0;neutral or dissatisfied
Female;23;1589;5;5;10;satisfied
Male;47;546;5;4;0;satisfied
Female;20;479;3;3;49;neutral or dissatisfied
Male;38;334;4;4;7;neutral or dissatisfied
Female;36;537;5;5;21;neutral or dissatisfied
Male;58;328;4;3;0;satisfied
Male;32;817;5;5;0;satisfied
Female;49;175;1;1;0;neutral or dissatisfied
Female;46;1162;5;1;24;neutral or dissatisfied
Female;26;604;5;5;0;satisfied
Female;51;1411;2;3;0;satisfied
Female;55;1670;2;4;0;satisfied
Female;54;872;5;4;0;satisfied
Female;41;158;1;1;0;neutral or dissatisfied
Female;63;594;1;2;0;neutral or dissatisfied
Male;33;3320;5;5;0;satisfied
Male;67;1747;4;4;54;neutral or dissatisfied
Female;26;391;5;5;0;satisfied
Male;54;2581;4;2;0;satisfied
Female;36;967;4;4;7;satisfied
Female;52;678;2;3;0;neutral or dissatisfied
Male;59;972;1;1;2;neutral or dissatisfied
Male;55;1235;2;2;0;neutral or dissatisfied
Male;42;413;2;2;0;neutral or dissatisfied
Male;42;73;1;3;50;satisfied
Male;32;937;2;2;10;neutral or dissatisfied
Female;20;1139;3;3;0;satisfied
Female;28;1546;2;2;0;neutral or dissatisfied
Male;24;493;2;2;19;neutral or dissatisfied
Female;35;2454;1;2;14;neutral or dissatisfied
Male;28;377;4;4;1;neutral or dissatisfied
Male;42;67;2;2;0;neutral or dissatisfied
Male;46;1846;5;4;0;satisfied
Female;48;1724;4;4;0;satisfied
Female;19;3979;4;4;0;satisfied
Female;44;325;5;3;22;satisfied
Male;30;1312;3;3;0;neutral or dissatisfied
Female;42;1242;5;4;37;satisfied
Female;36;255;4;4;0;satisfied
Female;53;647;4;4;21;satisfied
Male;31;3920;5;5;2;satisfied
Female;12;562;2;2;0;neutral or dissatisfied
Female;63;1182;5;5;0;satisfied
Female;38;657;2;2;0;neutral or dissatisfied
Female;20;226;3;3;2;neutral or dissatisfied
Male;47;223;2;2;0;satisfied
Male;40;937;2;2;12;neutral or dissatisfied
Female;56;237;3;3;2;neutral or dissatisfied
Male;35;1171;4;4;0;neutral or dissatisfied
Male;57;1119;2;2;17;neutral or dissatisfied
Female;36;2411;5;1;0;neutral or dissatisfied
Female;57;2924;3;4;0;satisfied
Female;27;782;5;5;0;neutral or dissatisfied
Male;38;544;2;2;0;satisfied
Male;41;641;2;2;32;neutral or dissatisfied
Male;62;1189;2;2;0;neutral or dissatisfied
Female;14;1097;4;4;47;neutral or dissatisfied
Female;35;160;5;5;0;satisfied
Male;57;481;4;4;0;neutral or dissatisfied
Male;30;2342;2;2;0;neutral or dissatisfied
Male;22;1387;1;1;18;neutral or dissatisfied
Female;28;502;4;4;0;satisfied
Male;35;3401;5;5;0;satisfied
Female;35;1076;2;2;0;neutral or dissatisfied
Female;16;1013;3;3;0;satisfied
Male;13;373;3;3;0;neutral or dissatisfied
Female;41;287;2;3;21;satisfied
Female;66;581;4;4;0;satisfied
Male;26;1739;4;4;8;satisfied
Male;39;2704;2;5;0;neutral or dissatisfied
Female;22;404;2;2;0;satisfied
Male;14;1855;3;3;80;neutral or dissatisfied
Female;55;680;5;4;0;neutral or dissatisfied
Male;28;268;4;4;0;neutral or dissatisfied
Female;21;404;5;5;24;neutral or dissatisfied
Male;38;1416;3;3;0;neutral or dissatisfied
Female;27;689;5;5;0;neutral or dissatisfied
Male;34;826;5;5;65;satisfied
Male;28;1009;2;2;0;neutral or dissatisfied
Male;51;1120;3;3;1;neutral or dissatisfied
Female;11;500;5;5;0;satisfied
Female;48;1319;5;5;80;neutral or dissatisfied
Male;44;257;4;5;0;satisfied
Male;36;1979;3;3;22;neutral or dissatisfied
Male;22;551;5;5;6;satisfied
Male;36;857;4;4;23;neutral or dissatisfied
Male;44;266;2;2;0;satisfied
Male;10;599;5;5;0;neutral or dissatisfied
Female;49;271;5;5;44;satisfied
Male;53;812;2;2;10;neutral or dissatisfied
Female;40;1990;3;3;0;satisfied
Female;17;1379;1;1;11;neutral or dissatisfied
Male;55;759;2;2;0;satisfied
Male;21;696;4;4;0;neutral or dissatisfied
Male;40;794;2;3;0;satisfied
Female;50;1065;4;2;3;neutral or dissatisfied
Female;25;550;3;3;18;satisfied
Male;40;569;4;4;0;neutral or dissatisfied
Female;41;990;2;2;0;neutral or dissatisfied
Male;46;1874;5;5;0;satisfied
Male;21;119;4;4;0;satisfied
Male;42;2586;2;2;0;satisfied
Female;25;813;4;4;4;satisfied
Male;11;251;3;3;24;neutral or dissatisfied
Male;34;1192;5;5;0;neutral or dissatisfied
Female;49;2182;4;4;7;satisfied
Female;55;1587;3;4;0;satisfied
Male;34;861;4;4;0;satisfied
Female;62;102;1;5;0;neutral or dissatisfied
Male;58;2212;3;2;0;satisfied
Male;63;1066;4;4;20;neutral or dissatisfied
Male;49;746;2;1;76;satisfied
Male;50;404;4;4;0;satisfied
Female;42;304;3;5;0;satisfied
Female;40;795;5;5;63;satisfied
Male;40;1042;4;2;0;neutral or dissatisfied
Female;33;198;2;2;0;neutral or dissatisfied
Male;21;3586;5;5;0;satisfied
Female;25;627;4;4;0;neutral or dissatisfied
Male;50;3638;3;4;39;satisfied
Female;64;262;1;1;0;neutral or dissatisfied
Male;60;787;2;2;116;neutral or dissatisfied
Male;24;2475;2;2;9;neutral or dissatisfied
Male;40;1899;5;5;2;satisfied
Male;24;190;5;5;40;neutral or dissatisfied
Female;57;1972;1;4;10;neutral or dissatisfied
Male;29;3692;5;5;235;satisfied
Male;53;236;5;5;8;satisfied
Male;37;641;4;4;0;neutral or dissatisfied
Female;54;2552;5;4;0;satisfied
Female;45;622;3;3;2;satisfied
Male;59;2909;2;4;0;satisfied
Male;50;114;4;4;0;satisfied
Female;30;2399;4;4;0;neutral or dissatisfied
Female;44;888;2;5;18;satisfied
Male;11;602;5;5;0;neutral or dissatisfied
Male;62;731;3;3;14;neutral or dissatisfied
Female;37;588;2;3;154;neutral or dissatisfied
Male;23;1025;1;1;0;satisfied
Male;53;594;3;3;0;neutral or dissatisfied
Male;41;3520;3;5;86;satisfied
Female;25;1066;5;5;0;neutral or dissatisfied
Male;26;546;2;2;2;satisfied
Male;48;817;4;4;136;satisfied
Male;23;134;4;4;0;satisfied
Female;41;1587;1;1;0;neutral or dissatisfied
Male;63;1440;2;2;0;neutral or dissatisfied
Male;41;980;5;5;0;neutral or dissatisfied
Male;49;1521;3;4;33;neutral or dissatisfied
Male;59;1570;4;3;0;neutral or dissatisfied
Male;22;216;3;3;0;neutral or dissatisfied
Male;65;467;2;2;1;neutral or dissatisfied
Female;7;1072;5;5;5;neutral or dissatisfied
Male;49;723;5;5;17;satisfied
Female;61;1900;2;4;74;satisfied
Female;36;329;2;2;0;satisfied
Female;60;181;4;4;70;satisfied
Male;35;483;1;1;0;neutral or dissatisfied
Male;39;813;3;2;4;neutral or dissatisfied
Female;59;3887;3;5;0;satisfied
Male;23;2454;4;4;0;neutral or dissatisfied
Female;28;1009;4;4;15;neutral or dissatisfied
Male;8;641;4;4;0;neutral or dissatisfied
Female;42;313;3;1;34;satisfied
Male;36;140;5;5;4;neutral or dissatisfied
Male;32;937;5;5;0;neutral or dissatisfied
Male;20;983;5;5;0;neutral or dissatisfied
Female;55;1725;3;5;0;satisfied
Male;40;1524;4;4;13;satisfied
Male;37;1199;3;3;0;satisfied
Female;60;1464;5;4;0;satisfied
Female;21;347;2;2;0;satisfied
Female;38;296;5;5;24;neutral or dissatisfied
Female;25;1249;1;1;39;neutral or dissatisfied
Female;22;1817;5;5;0;satisfied
Female;39;867;3;3;40;neutral or dissatisfied
Male;56;3207;4;3;14;satisfied
Female;16;1061;2;2;27;neutral or dissatisfied
Male;7;1276;1;1;0;neutral or dissatisfied
Female;30;1334;5;5;0;neutral or dissatisfied
Female;45;1452;2;4;90;satisfied
Male;30;1500;4;4;10;satisfied
Female;54;479;3;3;1;satisfied
Female;17;557;3;3;36;neutral or dissatisfied
Male;36;255;4;4;0;neutral or dissatisfied
Female;22;3934;5;5;8;satisfied
Male;33;3305;2;2;91;satisfied
Female;9;1197;5;5;0;neutral or dissatisfied
Female;43;466;3;3;164;neutral or dissatisfied
Female;7;1749;2;2;60;neutral or dissatisfied
Male;38;959;4;4;0;satisfied
Male;59;1959;4;4;0;satisfied
Male;60;1788;2;2;0;neutral or dissatisfied
Female;23;1089;4;4;0;satisfied
Female;39;2677;3;1;0;neutral or dissatisfied
Female;23;622;5;5;20;neutral or dissatisfied
Female;35;3485;5;3;11;satisfied
Female;59;3647;5;4;22;satisfied
Female;22;3459;4;4;13;satisfied
Male;36;762;5;5;0;neutral or dissatisfied
Female;26;1823;5;5;0;neutral or dissatisfied
Male;30;1652;3;3;1;neutral or dissatisfied
Male;25;507;3;3;96;neutral or dissatisfied
Male;47;954;4;4;8;satisfied
Female;40;2862;3;3;0;neutral or dissatisfied
Male;48;2586;3;5;12;neutral or dissatisfied
Male;44;803;2;2;0;neutral or dissatisfied
Female;50;594;5;3;67;neutral or dissatisfied
Female;11;259;4;4;0;neutral or dissatisfied
Female;57;297;4;5;0;neutral or dissatisfied
Female;30;1491;1;1;63;neutral or dissatisfied
Female;37;246;2;2;23;neutral or dissatisfied
Male;53;1605;2;4;53;satisfied
Male;34;759;5;1;5;satisfied
Female;34;2139;3;3;0;neutral or dissatisfied
Male;32;337;5;5;12;neutral or dissatisfied
Male;70;1826;4;4;0;neutral or dissatisfied
Female;46;1158;1;3;0;satisfied
Female;16;266;2;2;0;neutral or dissatisfied
Female;40;1723;5;4;18;satisfied
Male;28;907;5;5;3;neutral or dissatisfied
Female;49;1861;5;2;36;neutral or dissatisfied
Male;42;1624;2;4;0;satisfied
Male;48;266;2;2;0;neutral or dissatisfied
Male;33;2670;1;1;26;neutral or dissatisfied
Male;23;809;4;4;0;neutral or dissatisfied
Female;55;1749;5;1;2;neutral or dissatisfied
Female;67;1067;3;4;26;neutral or dissatisfied
Female;38;618;5;5;0;satisfied
Male;57;2611;5;5;1;satisfied
Female;54;2342;5;4;0;neutral or dissatisfied
Male;39;2751;3;4;0;satisfied
Female;65;158;2;4;3;neutral or dissatisfied
Male;39;270;1;1;0;neutral or dissatisfied
Female;51;1979;2;4;0;satisfied
Female;27;925;5;5;19;satisfied
Male;18;1204;4;2;133;satisfied
Male;27;113;5;5;0;neutral or dissatisfied
Male;25;1127;3;3;0;satisfied
Male;57;116;3;3;52;neutral or dissatisfied
Female;12;391;4;4;24;neutral or dissatisfied
Female;39;587;4;4;0;satisfied
Male;47;842;1;1;0;neutral or dissatisfied
Female;46;3532;2;4;72;satisfied
Female;31;1157;5;5;0;neutral or dissatisfied
Female;53;539;3;5;0;satisfied
Male;50;599;1;1;4;neutral or dissatisfied
Female;47;957;2;5;0;satisfied
Male;53;1603;3;1;4;neutral or dissatisfied
Female;66;760;5;5;1;neutral or dissatisfied
Male;20;370;1;1;23;satisfied
Female;52;759;3;3;16;satisfied
Male;7;1671;2;2;0;neutral or dissatisfied
Male;19;1120;2;2;9;neutral or dissatisfied
Female;60;547;1;2;0;neutral or dissatisfied
Female;52;1068;3;2;0;neutral or dissatisfied
Female;42;3275;4;3;0;satisfied
Female;41;972;5;5;0;satisfied
Male;25;2704;3;4;0;neutral or dissatisfied
Male;48;1488;3;4;12;satisfied
Male;43;1863;3;4;0;satisfied
Male;56;2557;4;4;0;satisfied
Female;25;937;5;5;0;neutral or dissatisfied
Male;20;1197;2;2;0;neutral or dissatisfied
Female;24;1916;4;4;16;neutral or dissatisfied
Male;52;3279;5;1;0;neutral or dissatisfied
Female;50;237;4;4;5;satisfied
Male;34;223;3;4;14;neutral or dissatisfied
Male;50;364;1;1;0;neutral or dissatisfied
Female;24;456;2;2;119;neutral or dissatisfied
Female;26;874;4;4;0;satisfied
Female;47;78;4;4;4;neutral or dissatisfied
Male;52;3382;4;5;18;satisfied
Female;50;1096;1;1;0;neutral or dissatisfied
Male;61;404;4;4;0;neutral or dissatisfied
Male;67;236;2;2;0;neutral or dissatisfied
Female;41;414;5;5;0;neutral or dissatisfied
Male;51;145;4;4;122;satisfied
Female;57;589;3;4;0;satisfied
Male;33;1303;2;2;26;neutral or dissatisfied
Male;47;2994;2;2;0;satisfied
Female;33;1620;3;4;134;neutral or dissatisfied
Male;8;216;1;1;0;satisfied
Male;38;399;5;5;0;neutral or dissatisfied
Female;36;374;5;5;0;neutral or dissatisfied
Male;55;819;1;1;0;satisfied
Male;22;234;4;4;0;neutral or dissatisfied
Male;21;156;3;3;0;neutral or dissatisfied
Male;24;634;4;4;0;satisfied
Female;29;190;4;4;0;neutral or dissatisfied
Male;55;108;4;4;0;satisfied
Female;28;674;1;1;6;satisfied
Male;39;965;3;3;0;neutral or dissatisfied
Female;44;431;5;3;0;neutral or dissatisfied
Male;62;998;5;2;10;satisfied
Female;26;1164;5;5;0;satisfied
Male;48;157;5;5;0;satisfied
Male;7;468;4;4;0;satisfied
Female;50;1859;3;3;0;satisfied
Female;47;179;2;4;43;neutral or dissatisfied
Female;13;2600;5;5;0;satisfied
Female;22;493;4;4;0;neutral or dissatisfied
Male;52;237;1;1;29;neutral or dissatisfied
Female;67;460;4;3;19;neutral or dissatisfied
Male;29;731;3;3;0;satisfied
Female;47;601;2;3;0;satisfied
Male;26;861;3;3;0;neutral or dissatisfied
Female;8;187;3;3;1;neutral or dissatisfied
Female;41;1452;2;4;0;satisfied
Female;39;1102;4;4;0;neutral or dissatisfied
Male;52;3811;5;4;0;satisfied
Male;62;759;1;1;75;neutral or dissatisfied
Female;38;196;4;4;0;neutral or dissatisfied
Female;44;794;5;4;0;neutral or dissatisfied
Male;15;1814;2;2;0;neutral or dissatisfied
Male;42;2014;2;4;0;satisfied
Male;26;1013;5;5;47;satisfied
Male;47;909;5;5;0;neutral or dissatisfied
Female;52;106;2;3;0;satisfied
Male;25;447;2;2;0;neutral or dissatisfied
Male;43;554;3;5;0;satisfied
Female;55;1754;1;4;0;neutral or dissatisfied
Female;22;879;1;1;0;neutral or dissatisfied
Male;25;748;1;1;20;satisfied
Female;25;337;1;1;39;neutral or dissatisfied
Female;49;919;2;4;0;satisfied
Female;33;427;3;3;0;neutral or dissatisfied
Male;26;879;3;3;5;neutral or dissatisfied
Male;40;552;4;3;0;satisfied
Male;60;3833;5;4;42;satisfied
Female;22;585;3;3;0;neutral or dissatisfied
Male;48;1190;1;1;25;neutral or dissatisfied
Male;22;594;3;3;9;satisfied
Female;60;297;2;1;38;neutral or dissatisfied
Female;28;337;3;3;38;neutral or dissatisfied
Female;42;1096;2;4;0;satisfied
Male;51;3306;2;4;0;satisfied
Male;19;562;3;3;6;neutral or dissatisfied
Male;12;794;1;1;7;neutral or dissatisfied
Male;29;3185;3;3;0;satisfied
Female;39;984;2;2;0;neutral or dissatisfied
Female;48;1848;4;4;5;satisfied
Male;69;517;3;3;19;neutral or dissatisfied
Female;23;190;3;3;0;neutral or dissatisfied
Female;9;925;3;3;0;neutral or dissatisfied
Female;49;2999;2;4;6;satisfied
Female;15;2704;1;1;0;neutral or dissatisfied
Male;43;258;3;1;0;neutral or dissatisfied
Female;18;1464;3;3;19;neutral or dissatisfied
Female;35;2857;3;3;19;satisfied
Female;18;589;4;4;4;neutral or dissatisfied
Female;32;196;3;3;0;neutral or dissatisfied
Male;12;284;5;5;0;satisfied
Female;40;700;2;2;0;neutral or dissatisfied
Female;49;2990;2;3;3;satisfied
Female;43;967;3;4;0;satisfied
Female;54;522;2;5;0;neutral or dissatisfied
Male;37;289;2;2;73;neutral or dissatisfied
Male;11;1310;4;4;0;neutral or dissatisfied
Female;23;189;1;1;64;neutral or dissatisfied
Male;48;912;2;5;75;satisfied
Female;47;957;2;1;45;neutral or dissatisfied
Female;51;502;3;4;0;satisfied
Female;33;867;5;5;3;neutral or dissatisfied
Male;18;140;3;3;0;neutral or dissatisfied
Male;30;1674;5;5;0;satisfied
Female;27;2758;1;1;3;neutral or dissatisfied
Female;15;3993;3;3;1;neutral or dissatisfied
Female;25;490;3;3;0;neutral or dissatisfied
Female;58;455;5;3;64;satisfied
Male;15;201;2;2;0;neutral or dissatisfied
Female;25;297;5;5;0;neutral or dissatisfied
Male;38;373;4;4;0;neutral or dissatisfied
Female;41;2338;4;4;8;satisfied
Male;64;1120;4;5;0;neutral or dissatisfied
Female;46;2365;5;2;0;satisfied
Female;25;669;5;5;5;neutral or dissatisfied
Female;56;788;5;5;0;neutral or dissatisfied
Male;39;992;2;2;0;neutral or dissatisfied
Female;61;689;3;3;11;neutral or dissatisfied
Female;22;957;2;2;5;neutral or dissatisfied
Male;31;805;3;3;0;neutral or dissatisfied
Male;43;583;5;5;13;satisfied
Male;60;1055;1;1;21;neutral or dissatisfied
Male;43;997;5;5;3;satisfied
Female;15;690;4;4;0;neutral or dissatisfied
Female;61;589;5;5;0;neutral or dissatisfied
Female;33;196;3;3;108;neutral or dissatisfied
Male;45;1464;4;5;0;satisfied
Female;69;840;5;1;0;neutral or dissatisfied
Female;60;300;5;1;0;satisfied
Male;30;1916;4;4;0;satisfied
Female;54;3392;2;3;0;satisfied
Female;46;646;1;3;10;neutral or dissatisfied
Female;61;235;4;5;0;neutral or dissatisfied
Female;42;1504;5;2;0;satisfied
Male;52;3454;3;3;88;neutral or dissatisfied
Female;38;391;2;2;0;neutral or dissatisfied
Female;31;937;1;5;161;neutral or dissatisfied
Female;47;3536;3;4;0;satisfied
Male;42;337;5;4;47;satisfied
Male;31;162;4;4;74;neutral or dissatisfied
Male;37;1045;2;2;15;neutral or dissatisfied
Male;44;606;5;5;0;satisfied
Male;54;3888;4;4;0;satisfied
Male;70;1979;2;2;15;neutral or dissatisfied
Male;28;188;3;3;0;neutral or dissatisfied
Male;32;1620;3;3;0;satisfied
Female;7;1188;1;1;0;satisfied
Female;24;2519;3;3;0;neutral or dissatisfied
Female;79;799;5;4;9;neutral or dissatisfied
Female;41;455;5;5;0;satisfied
Male;14;125;3;3;0;neutral or dissatisfied
Male;30;1050;5;5;0;satisfied
Male;65;296;5;5;2;neutral or dissatisfied
Female;44;888;4;3;154;neutral or dissatisfied
Female;8;641;2;2;0;neutral or dissatisfied
Male;28;991;2;2;6;neutral or dissatisfied
Male;70;1063;5;5;0;neutral or dissatisfied
Female;34;944;1;1;0;satisfied
Female;38;322;1;1;0;neutral or dissatisfied
Male;64;526;4;4;1;neutral or dissatisfied
Male;58;2749;2;4;0;satisfied
Male;34;2586;3;1;202;neutral or dissatisfied
Male;47;2173;3;3;0;satisfied
Female;19;956;5;5;0;neutral or dissatisfied
Male;34;2143;2;4;47;neutral or dissatisfied
Female;59;1849;4;3;0;neutral or dissatisfied
Male;41;1499;4;4;25;satisfied
Male;26;253;3;3;48;neutral or dissatisfied
Female;29;937;3;3;0;neutral or dissatisfied
Male;30;2604;5;5;2;satisfied
Male;34;1919;3;3;0;neutral or dissatisfied
Male;38;235;3;3;48;satisfied
Female;11;551;1;1;9;neutral or dissatisfied
Female;26;226;3;3;0;neutral or dissatisfied
Female;24;821;5;5;12;satisfied
Male;43;212;4;4;0;satisfied
Female;33;926;5;5;310;satisfied
Male;55;2096;2;5;25;satisfied
Female;27;200;1;1;0;neutral or dissatisfied
Female;14;157;2;2;0;neutral or dissatisfied
Male;39;1460;5;3;30;satisfied
Female;20;594;3;1;141;neutral or dissatisfied
Male;41;174;5;5;0;neutral or dissatisfied
Female;48;402;2;4;0;satisfied
Male;27;456;2;2;0;neutral or dissatisfied
Female;57;599;1;2;0;neutral or dissatisfied
Male;27;253;5;5;0;satisfied
Male;23;3711;5;5;37;satisfied
Female;47;3664;1;4;0;neutral or dissatisfied
Female;45;685;4;3;30;satisfied
Male;37;158;3;3;0;neutral or dissatisfied
Male;51;802;2;3;4;neutral or dissatisfied
Male;27;84;5;5;0;satisfied
Female;43;157;3;4;0;neutral or dissatisfied
Female;40;119;2;2;0;neutral or dissatisfied
Female;48;198;5;5;0;satisfied
Male;47;337;4;4;0;satisfied
Male;54;1871;3;5;108;satisfied
Male;45;646;3;3;4;neutral or dissatisfied
Female;55;3679;3;4;7;satisfied
Female;58;293;3;1;0;neutral or dissatisfied
Female;61;2419;4;1;0;satisfied
Male;68;554;4;4;7;neutral or dissatisfied
Female;31;1127;1;1;0;neutral or dissatisfied
